ID,A,B,C,D,E,F,G,H,I,J,Time
15406_12_1558061248796280836,0,217,188,0,34,0,29,0,0,0,139628627
15406_12_1558061249054224145,0,215,195,0,39,0,28,0,0,0,122156257
15406_12_1558061249176417073,0,212,214,0,55,0,37,0,0,0,552305570
15406_12_1558061271536540216,0,210,408,0,247,75,127,0,0,0,1093520117
15406_12_1558061272630083258,0,202,214,0,45,0,16,0,0,0,151320137
15406_12_1558061272826468287,0,208,196,0,33,0,22,0,0,0,91551815
15406_12_1558061273007737691,0,214,210,0,33,0,18,0,0,0,78122756
15406_12_1558061273192005019,0,200,237,0,66,0,14,0,0,0,140780002
15406_12_1558061273361583665,0,206,206,0,41,0,20,0,0,0,73345576
15406_12_1558061273500316577,0,213,188,0,30,0,27,0,0,0,115583189
15406_12_1558061273615921152,0,208,196,0,33,0,22,0,0,0,121472973
15406_12_1558061273800097440,0,214,188,0,31,0,28,0,0,0,44717930
15406_12_1558061273875497928,0,214,209,0,52,0,28,0,0,0,75324119
15406_12_1558061273987636140,0,209,217,0,55,0,23,0,0,0,120773229
15406_12_1558061274196026797,0,211,218,0,58,0,25,0,0,0,94697290
15406_12_1558061274336264843,0,211,218,0,58,0,24,0,0,0,181066578
15406_12_1558061274572173058,0,199,210,0,38,0,13,0,0,0,151506525
15406_12_1558061274767173496,0,202,206,0,37,0,16,0,0,0,109254459
15406_12_1558061274991663077,0,207,234,0,70,0,19,0,0,0,115134549
15406_12_1558061275106821448,0,209,191,0,29,0,23,0,0,0,82675781
15406_12_1558061275240924294,0,206,196,0,31,0,20,0,0,0,140208287
15406_12_1558061275420899809,0,201,202,0,32,0,15,0,0,0,147811562
15406_12_1558061275611246482,0,212,217,0,58,0,24,0,0,0,147300464
15406_12_1558061275858111689,0,205,199,0,33,0,19,0,0,0,127274561
15406_12_1558061276028048382,0,202,207,0,38,0,16,0,0,0,106026375
15406_12_1558061276191041933,0,202,205,0,36,0,16,0,0,0,53818607
15406_12_1558061276336059964,0,209,193,0,31,0,22,0,0,0,77758384
15406_12_1558061276413846019,0,193,207,0,29,0,7,0,0,0,133872327
15406_12_1558061276600867396,0,200,206,0,35,0,14,0,0,0,114214137
15406_12_1558061276766488447,0,204,201,0,34,0,18,0,0,0,105351371
15406_12_1558061276871865103,0,203,220,0,52,0,15,0,0,0,139056713
15406_12_1558061277055043106,0,204,205,0,38,0,18,0,0,0,196295811
15406_12_1558061277289925131,0,198,209,0,36,0,12,0,0,0,170975313
15406_12_1558061277497856249,0,203,202,0,34,0,17,0,0,0,98015944
15406_12_1558061277684123416,0,203,203,0,35,0,17,0,0,0,91528132
15406_12_1558061277828143336,0,205,197,0,31,0,19,0,0,0,81715359
15406_12_1558061277948268152,0,201,207,0,37,0,15,0,0,0,99185769
15406_12_1558061278110523813,0,199,206,0,34,0,12,0,0,0,120617075
15406_12_1558061278271826039,0,201,201,0,31,0,15,0,0,0,83184419
15406_12_1558061278392215646,0,211,191,0,31,0,25,0,0,0,45467437
15406_12_1558061278496440104,0,201,203,0,33,0,14,0,0,0,74072992
15406_12_1558061278570550151,0,200,206,0,35,0,13,0,0,0,136538446
15406_12_1558061278783206782,0,209,195,0,33,0,23,0,0,0,73908413
15406_12_1558061278908722149,0,214,221,0,64,0,27,0,0,0,95087171
15406_12_1558061279003837476,0,199,206,0,34,0,12,0,0,0,147257921
15406_12_1558061279189038675,0,202,205,0,36,0,15,0,0,0,100225731
15406_12_1558061279336175225,0,205,196,0,30,0,19,0,0,0,86698669
15406_12_1558061279468099627,0,197,208,0,34,0,11,0,0,0,122332122
15406_12_1558061279627314391,0,199,205,0,33,0,13,0,0,0,114135480
15406_12_1558061279808070431,0,198,205,0,32,0,13,0,0,0,157753150
15406_12_1558061279996470229,0,201,201,0,31,0,15,0,0,0,155026860
15406_12_1558061280193906498,0,207,194,0,30,0,21,0,0,0,91215742
15406_12_1558061280285150278,0,206,200,0,35,0,20,0,0,0,174578453
15406_12_1558061280492530204,0,214,190,0,33,0,28,0,0,0,81254675
15406_12_1558061280657247682,0,204,205,0,38,0,17,0,0,0,91920303
15406_12_1558061280792792456,0,213,194,0,36,0,26,0,0,0,86482694
15406_12_1558061280879297397,0,210,196,0,35,0,24,0,0,0,140578014
15406_12_1558061281101243864,0,213,191,0,33,0,26,0,0,0,131169455
15406_12_1558061281271957213,0,207,196,0,32,0,21,0,0,0,126089122
15406_12_1558061281443173193,0,210,226,0,65,1,23,0,0,0,33373059
15406_12_1558061281476577868,0,199,213,0,41,0,13,0,0,0,184899169
15406_12_1558061281759752901,0,199,207,0,35,0,13,0,0,0,107638830
15406_12_1558061281907768333,0,203,198,0,30,0,17,0,0,0,111882420
15406_12_1558061282072530869,0,209,229,0,67,0,20,0,0,0,136734178
15406_12_1558061282209296111,0,215,208,0,52,0,28,0,0,0,245755706
15406_12_1558061282516164952,0,208,231,0,68,0,22,0,0,0,118356311
15406_12_1558061282634556788,0,207,233,0,69,0,19,0,0,0,161376993
15406_12_1558061282795961121,0,203,237,0,69,0,15,0,0,0,157581405
15406_12_1558061283021999662,0,213,234,0,68,0,22,0,0,0,125901159
15406_12_1558061283147957494,0,206,228,0,63,0,19,0,0,0,193658020
15406_12_1558061283371764153,0,203,198,0,30,0,16,0,0,0,127029924
15406_12_1558061283522544298,0,205,199,0,33,0,19,0,0,0,89011872
15406_12_1558061283611581750,0,200,208,0,37,0,14,0,0,0,111985096
15406_12_1558061283767970961,0,203,198,0,30,0,17,0,0,0,103586211
15406_12_1558061283907911514,0,202,204,0,35,0,16,0,0,0,124113064
15406_12_1558061284084533946,0,205,202,0,36,0,18,0,0,0,106957616
15406_12_1558061284254068968,0,203,204,0,36,0,16,0,0,0,91578038
15406_12_1558061284388887414,0,208,207,0,44,0,22,0,0,0,188799339
15406_12_1558061284671931014,0,214,218,0,61,1,26,0,0,0,75730928
15406_12_1558061284820067673,0,215,226,0,70,0,25,0,0,0,119160034
15406_12_1558061285053287503,0,213,214,0,56,0,26,0,0,0,85376760
15406_12_1558061285138683755,0,206,204,0,39,0,18,0,0,0,102519524
15406_12_1558061285392895501,0,207,199,0,35,0,21,0,0,0,92567377
15406_12_1558061285528060094,0,205,200,0,34,0,19,0,0,0,109282750
15406_12_1558061285672097825,0,214,201,0,44,0,27,0,0,0,49319808
15406_12_1558061285756738571,0,213,195,0,37,0,27,0,0,0,29643044
15406_12_1558061285827001593,0,209,195,0,33,0,23,0,0,0,41292356
15406_12_1558061285944167396,0,206,197,0,32,0,20,0,0,0,82090069
15406_12_1558061286026281037,0,204,209,0,42,0,18,0,0,0,172790363
15406_12_1558061286244231254,0,212,218,0,59,0,25,0,0,0,99339294
15406_12_1558061286386056639,0,212,244,0,85,0,25,0,0,0,138742644
15406_12_1558061286567385425,0,207,202,0,38,0,21,0,0,0,560287720
15406_12_1558061287127730816,0,209,236,0,74,0,19,0,0,0,193425177
15406_12_1558061287321186350,0,206,205,0,40,0,20,0,0,0,223887705
15406_12_1558061287575854178,0,207,198,0,34,0,21,0,0,0,95971026
15406_12_1558061287695748987,0,201,207,0,37,0,15,0,0,0,99079638
15406_12_1558061287831887884,0,213,193,0,35,0,27,0,0,0,102695283
15406_12_1558061288039806454,0,209,219,0,57,0,23,0,0,0,167814453
15406_12_1558061288207695689,0,200,215,0,44,0,14,0,0,0,148708756
15406_12_1558061288398491963,0,206,236,0,71,0,20,0,0,0,187898618
15406_12_1558061288636326072,0,205,205,0,39,0,19,0,0,0,137268295
15406_12_1558061288822572948,0,207,197,0,33,0,20,0,0,0,111557084
15406_12_1558061288934157128,0,201,206,0,36,0,14,0,0,0,147106127
15406_12_1558061289135165728,0,206,198,0,33,0,19,0,0,0,119123971
15406_12_1558061289304790000,0,206,198,0,33,0,19,0,0,0,139036333
15406_12_1558061289492126043,0,203,201,0,33,0,17,0,0,0,88051704
15406_12_1558061289639838933,0,211,191,0,31,0,25,0,0,0,60839564
15406_12_1558061289755830596,0,202,199,0,30,0,15,0,0,0,105585719
15406_12_1558061289920123218,0,204,201,0,34,0,18,0,0,0,111799834
15406_12_1558061290131304063,0,208,193,0,30,0,22,0,0,0,80455040
15406_12_1558061290259588003,0,212,194,0,35,0,26,0,0,0,108193564
15406_12_1558061290442478705,0,206,201,0,36,0,19,0,0,0,116862129
15406_12_1558061290586819222,0,210,198,0,37,0,24,0,0,0,65352607
15406_12_1558061290685238801,0,204,202,0,35,0,18,0,0,0,93840448
15406_12_1558061290812743428,0,208,201,0,38,0,22,0,0,0,154967150
15406_12_1558061291047900604,0,207,199,0,35,0,21,0,0,0,88685898
15406_12_1558061291178241459,0,204,198,0,31,0,18,0,0,0,70301309
15406_12_1558061291291885099,0,202,217,0,48,0,16,0,0,0,119917209
15406_12_1558061291436365881,0,202,198,0,29,0,16,0,0,0,101781892
15406_12_1558061291538171286,0,209,192,0,30,1,22,0,0,0,47584584
15406_12_1558061291623615080,0,207,198,0,34,0,21,0,0,0,87798776
15406_12_1558061291735327152,0,209,192,0,30,0,23,0,0,0,104524039
15406_12_1558061291878187582,0,208,193,0,30,0,22,0,0,0,68451077
15406_12_1558061291987775033,0,212,191,0,32,0,26,0,0,0,39466504
15406_12_1558061292143369095,0,206,195,0,30,0,20,0,0,0,83255341
15406_12_1558061292226647364,0,204,199,0,32,0,18,0,0,0,105507899
15406_12_1558061292332181239,0,203,201,0,33,0,17,0,0,0,118396190
15406_12_1558061292478623823,0,209,192,0,30,0,23,0,0,0,85916859
15406_12_1558061292621202610,0,213,189,0,31,0,27,0,0,0,53086161
15406_12_1558061292700640723,0,205,199,0,33,0,19,0,0,0,56082346
15406_12_1558061292786400294,0,206,196,0,31,0,19,0,0,0,60303210
15406_12_1558061292846726369,0,211,196,0,36,0,22,0,0,0,68996993
15406_12_1558061292942423885,0,210,206,0,45,0,21,0,0,0,50202848
15406_12_1558061293039039093,0,209,195,0,33,0,23,0,0,0,60655064
15406_12_1558061293127918581,0,210,211,0,50,0,24,0,0,0,93212690
15406_12_1558061293221155984,0,206,230,0,65,0,20,0,0,0,146061467
15406_12_1558061293419330671,0,198,207,0,34,0,12,0,0,0,143523894
15406_12_1558061293644831730,0,204,198,0,31,0,18,0,0,0,130396904
15406_12_1558061293775254970,0,207,194,0,30,0,21,0,0,0,141300457
15406_12_1558061293968768034,0,202,202,0,33,0,16,0,0,0,84261675
15406_12_1558061294090882367,0,209,192,0,30,0,23,0,0,0,89080601
15406_12_1558061294300411019,0,202,200,0,31,0,16,0,0,0,91248373
15406_12_1558061294391684325,0,197,206,0,32,0,11,0,0,0,160654268
15406_12_1558061294603071638,0,203,199,0,31,0,17,0,0,0,72517904
15406_12_1558061294712103972,0,206,200,0,35,1,18,0,0,0,56763448
15406_12_1558061294768951956,0,203,203,0,35,0,17,0,0,0,124543351
15406_12_1558061294935987384,0,205,198,0,32,0,19,0,0,0,119948739
15406_12_1558061295108087487,0,208,194,0,31,0,22,0,0,0,109789504
15406_12_1558061295243763402,0,208,194,0,31,0,22,0,0,0,128419319
15406_12_1558061295415618837,0,207,200,0,36,0,21,0,0,0,129129812
15406_12_1558061295625462738,0,211,224,0,64,0,24,0,0,0,164901195
15406_12_1558061295790438370,0,211,225,0,65,0,20,0,0,0,286317161
15406_12_1558061296112636965,0,206,197,0,32,0,20,0,0,0,83810445
15406_12_1558061296252155862,0,214,213,0,56,0,26,0,0,0,104927789
15406_12_1558061296357120527,0,200,201,0,30,0,14,0,0,0,160663685
15406_12_1558061296543430865,0,202,202,0,33,0,15,0,0,0,201523049
15406_12_1558061296808626242,0,204,197,0,30,0,18,0,0,0,153105646
15406_12_1558061297005642163,0,208,195,0,32,0,20,0,0,0,106970030
15406_12_1558061297166682853,0,203,230,0,62,0,16,0,0,0,125034845
15406_12_1558061297291771317,0,210,224,0,63,0,22,0,0,0,171927892
15406_12_1558061297463727624,0,213,223,0,65,0,23,0,0,0,216508594
15406_12_1558061297680414672,0,211,215,0,55,0,23,0,0,0,186961959
15406_12_1558061297901646582,0,202,203,0,34,0,16,0,0,0,127244700
15406_12_1558061298080402492,0,212,194,0,35,0,26,0,0,0,132270412
15406_12_1558061298279818025,0,205,196,0,30,0,19,0,0,0,130773111
15406_12_1558061298450357038,0,203,200,0,32,0,17,0,0,0,118216233
15406_12_1558061298568622905,0,201,203,0,33,0,15,0,0,0,86829202
15406_12_1558061298702119743,0,208,196,0,33,0,22,0,0,0,95997188
15406_12_1558061298843859987,0,199,212,0,40,0,13,0,0,0,112611241
15406_12_1558061299023820860,0,202,202,0,33,0,16,0,0,0,87201992
15406_12_1558061299172144543,0,205,202,0,36,0,18,0,0,0,80155522
15406_12_1558061299373132077,0,215,212,0,56,0,28,0,0,0,172374475
15406_12_1558061299594267563,0,213,222,0,64,0,27,0,0,0,156069285
15406_12_1558061299750390212,0,205,203,0,37,0,19,0,0,0,150700537
15406_12_1558061299923922104,0,199,207,0,35,0,12,0,0,0,53662896
15406_12_1558061300009685712,0,208,198,0,35,0,21,0,0,0,139094430
15406_12_1558061300208791918,0,212,190,0,31,0,26,0,0,0,98224281
15406_12_1558061300374394326,0,205,214,0,48,0,18,0,0,0,115814835
15406_12_1558061300490361964,0,198,207,0,34,0,12,0,0,0,170425106
15406_12_1558061300660812055,0,194,212,0,35,0,8,0,0,0,205283247
15406_12_1558061300905027185,0,205,196,0,30,0,19,0,0,0,115843965
15406_12_1558061301061307251,0,205,204,0,34,0,16,0,0,0,64827296
15406_12_1558061301168516574,0,204,199,0,32,0,18,0,0,0,146571200
15406_12_1558061301372945721,0,205,201,0,35,0,19,0,0,0,109408692
15406_12_1558061301596412598,0,209,196,0,34,0,23,0,0,0,105114130
15406_12_1558061301780772337,0,212,222,0,63,0,25,0,0,0,124470852
15406_12_1558061301905272102,0,209,208,0,46,0,23,0,0,0,218118433
15406_12_1558061302182370594,0,211,191,0,31,0,25,0,0,0,89572404
15406_12_1558061302298436102,0,213,189,0,31,0,26,0,0,0,51851411
15406_12_1558061302378474475,0,199,204,0,32,0,13,0,0,0,105810586
15406_12_1558061302505200428,0,209,194,0,32,0,23,0,0,0,56340477
15406_12_1558061302611453385,0,214,240,0,83,0,25,0,0,0,149279825
15406_12_1558061302847781268,0,210,196,0,35,0,24,0,0,0,106016173
15406_12_1558061303047966526,0,214,186,0,29,0,28,0,0,0,102294200
15406_12_1558061303177999864,0,202,200,0,31,0,16,0,0,0,84465524
15406_12_1558061303262489691,0,205,204,0,38,0,18,0,0,0,202204629
15406_12_1558061303510389339,0,210,204,0,43,0,23,0,0,0,157222811
15406_12_1558061303771872956,0,215,208,0,52,0,28,0,0,0,100647108
15406_12_1558061303918800053,0,208,196,0,33,0,22,0,0,0,84058790
15406_12_1558061304044415703,0,214,202,0,45,0,28,0,0,0,109141951
15406_12_1558061304153576774,0,200,203,0,32,0,14,0,0,0,117050275
15406_12_1558061304324058918,0,214,217,0,60,0,27,0,0,0,111291453
15406_12_1558061304488452399,0,212,223,0,64,0,24,0,0,0,147952827
15406_12_1558061304671806375,0,202,202,0,33,0,16,0,0,0,198416716
15406_12_1558061304903056576,0,202,205,0,36,0,16,0,0,0,179149268
15406_12_1558061305082240590,0,198,205,0,32,0,12,0,0,0,135150579
15406_12_1558061305217421267,0,199,208,0,36,0,13,0,0,0,159582285
15406_12_1558061305449308077,0,205,196,0,30,0,19,0,0,0,103681337
15406_12_1558061305639743979,0,210,193,0,32,0,24,0,0,0,135598527
15406_12_1558061305800256537,0,209,196,0,34,0,23,0,0,0,43716350
15406_12_1558061305890598618,0,203,201,0,33,0,17,0,0,0,142142205
15406_12_1558061306103205883,0,213,223,0,65,0,26,0,0,0,80738829
15406_12_1558061306183980429,0,210,227,0,66,0,22,0,0,0,120873299
15406_12_1558061306361351948,0,216,221,0,66,0,28,0,0,0,109591718
15406_12_1558061306497461443,0,204,200,0,33,0,18,0,0,0,72037659
15406_12_1558061306654374061,0,210,193,0,32,0,24,0,0,0,54975474
15406_12_1558061306709371108,0,203,202,0,34,0,17,0,0,0,61264520
15406_12_1558061306801580376,0,205,202,0,36,0,17,0,0,0,97287947
15406_12_1558061306921674147,0,205,199,0,33,0,17,0,0,0,55227480
15406_12_1558061306976927524,0,204,208,0,41,0,16,0,0,0,98479664
15406_12_1558061307145122765,0,204,202,0,35,0,17,0,0,0,116067728
15406_12_1558061307304017973,0,204,198,0,31,0,18,0,0,0,91506803
15406_12_1558061307477188141,0,211,193,0,33,0,25,0,0,0,94556549
15406_12_1558061307611976588,0,211,191,0,31,0,25,0,0,0,116171214
15406_12_1558061307783071111,0,204,200,0,33,0,18,0,0,0,133635599
15406_12_1558061307976250608,0,205,197,0,31,0,19,0,0,0,113233713
15406_12_1558061308135395944,0,202,202,0,33,0,16,0,0,0,131479574
15406_12_1558061308323846709,0,205,200,0,34,0,18,0,0,0,98211757
15406_12_1558061308475259511,0,205,198,0,32,0,18,0,0,0,176712780
15406_12_1558061308742312605,0,206,202,0,37,0,20,0,0,0,85010805
15406_12_1558061308860821947,0,200,209,0,38,0,14,0,0,0,168584851
15406_12_1558061309151521483,0,203,201,0,33,0,17,0,0,0,97129831
15406_12_1558061309285867741,0,202,198,0,29,0,16,0,0,0,112062313
15406_12_1558061309464099419,0,215,194,0,38,1,27,0,0,0,63784369
15406_12_1558061309581849376,0,210,198,0,37,0,23,0,0,0,106675548
15406_12_1558061309712095248,0,203,202,0,34,0,17,0,0,0,146869672
15406_12_1558061309884229394,0,200,203,0,32,0,14,0,0,0,106921445
15406_12_1558061310204740311,0,210,192,0,31,0,24,0,0,0,88781037
15406_12_1558061310334955806,0,212,191,0,32,0,26,0,0,0,133928973
15406_12_1558061310643903257,0,208,199,0,36,0,22,0,0,0,128258154
15406_12_1558061310803114882,0,206,201,0,36,0,18,0,0,0,195611326
15406_12_1558061311056080872,0,203,203,0,35,0,17,0,0,0,144914364
15406_12_1558061311201044872,0,201,202,0,32,0,15,0,0,0,134661504
15406_12_1558061311368040711,0,195,208,0,32,0,9,0,0,0,187478955
15406_12_1558061311645439844,0,204,200,0,33,0,18,0,0,0,100848194
15406_12_1558061311800795117,0,205,200,0,34,0,18,0,0,0,114871742
15406_12_1558061311950838307,0,211,191,0,31,0,25,0,0,0,117653596
15406_12_1558061312147622281,0,212,212,0,53,0,26,0,0,0,133857793
15406_12_1558061312328178407,0,208,228,0,65,0,20,0,0,0,159997121
15406_12_1558061312488225508,0,205,228,0,62,0,17,0,0,0,219631690
15406_12_1558061312771049147,0,199,234,0,62,0,12,0,0,0,125775816
15406_12_1558061313003926903,0,372,385,0,64,0,20,0,0,0,148035389
15406_12_1558061313151986551,0,214,218,0,61,0,24,0,0,0,198259322
15406_12_1558061313392087797,0,210,229,0,68,0,22,0,0,0,144173774
15406_12_1558061313571824893,0,207,221,0,57,0,19,0,0,0,143830918
15406_12_1558061313778241808,0,204,205,0,38,0,18,0,0,0,127277095
15406_12_1558061313945905950,0,202,199,0,30,0,16,0,0,0,133010454
15406_12_1558061314078942118,0,214,190,0,33,0,28,0,0,0,65525661
15406_12_1558061314219076941,0,211,223,0,63,0,25,0,0,0,135627533
15406_12_1558061314379822377,0,198,211,0,38,0,12,0,0,0,150599916
15406_12_1558061314607101528,0,211,192,0,32,0,25,0,0,0,66546714
15406_12_1558061314673670533,0,204,199,0,32,0,18,0,0,0,118115916
15406_12_1558061314791839469,0,202,204,0,35,0,16,0,0,0,123918311
15406_12_1558061314915796374,0,203,203,0,35,0,17,0,0,0,194459951
15406_12_1558061315145826012,0,210,192,0,31,0,24,0,0,0,187441699
15406_12_1558061315372534742,0,200,204,0,33,0,14,0,0,0,163239350
15406_12_1558061315568079844,0,203,204,0,36,0,16,0,0,0,140032097
15406_12_1558061315775779564,0,202,201,0,32,0,16,0,0,0,149537740
15406_12_1558061315967119629,0,212,228,0,69,0,26,0,0,0,153199811
15406_12_1558061316159789186,0,209,197,0,35,0,23,0,0,0,112041332
15406_12_1558061316271863674,0,215,229,0,73,1,26,0,0,0,110315678
15406_12_1558061316427148248,0,213,195,0,37,0,27,0,0,0,140280010
15406_12_1558061316600415297,0,209,194,0,32,0,23,0,0,0,105671478
15406_12_1558061316763639323,0,200,205,0,34,0,14,0,0,0,165709299
15406_12_1558061317028571472,0,204,203,0,36,0,18,0,0,0,150919028
15406_12_1558061317179537619,0,211,208,0,48,1,24,0,0,0,93588860
15406_12_1558061317273169821,0,203,203,0,35,0,17,0,0,0,203993325
15406_12_1558061317524749716,0,202,201,0,32,0,16,0,0,0,105460448
15406_12_1558061317674272303,0,203,206,0,38,0,17,0,0,0,137304760
15406_12_1558061317861476681,0,203,203,0,35,0,17,0,0,0,112229903
15406_12_1558061317973743729,0,212,191,0,32,0,26,0,0,0,115480886
15406_12_1558061318146162542,0,210,198,0,37,0,24,0,0,0,191946579
15406_12_1558061318372069440,0,202,206,0,37,0,16,0,0,0,224780487
15406_12_1558061318677062341,0,210,193,0,32,0,24,0,0,0,86649553
15406_12_1558061318763745256,0,206,212,0,47,0,20,0,0,0,131427295
15406_12_1558061318927866242,0,204,199,0,32,0,18,0,0,0,118108032
15406_12_1558061319092444786,0,211,249,0,89,0,24,0,0,0,129990208
15406_12_1558061319313564759,0,212,191,0,32,0,26,0,0,0,129611105
15406_12_1558061319443197912,0,213,189,0,31,1,26,0,0,0,74107998
15406_12_1558061319547328661,0,204,199,0,32,0,18,0,0,0,117553098
15406_12_1558061319749339765,0,208,197,0,34,0,22,0,0,0,100752348
15406_12_1558061319916504447,0,209,196,0,34,0,23,0,0,0,113388906
15406_12_1558061320063479576,0,204,201,0,34,0,18,0,0,0,124952963
15406_12_1558061320265132996,0,205,198,0,32,0,19,0,0,0,103161151
15406_12_1558061320368326959,0,204,199,0,32,0,18,0,0,0,154017073
15406_12_1558061320576196087,0,206,214,0,49,0,20,0,0,0,128433212
15406_12_1558061320752044568,0,206,199,0,34,0,19,0,0,0,123781706
15406_12_1558061320923478170,0,204,199,0,32,0,18,0,0,0,85481561
15406_12_1558061321101369115,0,212,195,0,36,0,26,0,0,0,84948594
15406_12_1558061321222235299,0,209,248,0,86,0,22,0,0,0,192309703
15406_12_1558061321414566896,0,213,227,0,69,0,26,0,0,0,209255118
15406_12_1558061321674110912,0,213,225,0,67,0,24,0,0,0,193251832
15406_12_1558061321919787155,0,212,223,0,64,0,25,0,0,0,124126134
15406_12_1558061322092706315,0,204,202,0,35,0,18,0,0,0,104594046
15406_12_1558061322304223671,0,212,192,0,33,0,26,0,0,0,146861802
15406_12_1558061322451119583,0,201,207,0,37,0,15,0,0,0,125382854
15406_12_1558061322641021882,0,204,205,0,38,0,17,0,0,0,93094046
15406_12_1558061322790828208,0,207,195,0,31,0,21,0,0,0,91267457
15406_12_1558061322882125317,0,203,220,0,52,0,17,0,0,0,180306109
15406_12_1558061323105144416,0,204,200,0,33,0,17,0,0,0,118655868
15406_12_1558061323269862785,0,207,197,0,33,0,19,0,0,0,109371955
15406_12_1558061323418007998,0,190,220,0,39,0,4,0,0,0,159719335
15406_12_1558061323625949716,0,208,202,0,39,0,22,0,0,0,68791653
15406_12_1558061323727301808,0,199,205,0,33,0,13,0,0,0,205440399
15406_12_1558061323995932508,0,207,196,0,32,0,21,0,0,0,71761959
15406_12_1558061324123966519,0,209,195,0,33,0,23,0,0,0,149487018
15406_12_1558061324273480449,0,198,207,0,34,0,12,0,0,0,122967073
15406_12_1558061324396477272,0,200,208,0,37,0,14,0,0,0,137329409
15406_12_1558061324609818240,0,204,217,0,50,0,18,0,0,0,125074221
15406_12_1558061324864411358,0,207,195,0,31,0,21,0,0,0,105952749
15406_12_1558061325046231498,0,204,204,0,37,0,18,0,0,0,104546561
15406_12_1558061325182274036,0,205,202,0,36,0,19,0,0,0,70399999
15406_12_1558061325302049624,0,205,203,0,37,0,19,0,0,0,231861162
15406_12_1558061325599770817,0,201,208,0,38,0,14,0,0,0,140723230
15406_12_1558061325740524345,0,204,199,0,32,0,18,0,0,0,215461562
15406_12_1558061325993946634,0,213,231,0,73,0,25,0,0,0,200556165
15406_12_1558061326252833572,0,203,198,0,30,0,17,0,0,0,122973968
15406_12_1558061326375849254,0,204,203,0,36,0,18,0,0,0,151894836
15406_12_1558061326527769021,0,197,208,0,34,0,11,0,0,0,171961423
15406_12_1558061326747760780,0,198,210,0,37,0,12,0,0,0,94425582
15406_12_1558061326918530039,0,207,194,0,30,0,21,0,0,0,80728664
15406_12_1558061327032059812,0,202,199,0,30,0,16,0,0,0,85904498
15406_12_1558061327118024080,0,204,204,0,37,0,18,0,0,0,143041146
15406_12_1558061327261133704,0,197,209,0,35,0,11,0,0,0,115458154
15406_12_1558061327404278693,0,206,199,0,34,0,20,0,0,0,142815561
15406_12_1558061327607546506,0,207,215,0,51,0,20,0,0,0,196859519
15406_12_1558061327909994620,0,213,211,0,53,0,25,0,0,0,113584884
15406_12_1558061328074867608,0,213,216,0,58,0,27,0,0,0,88896703
15406_12_1558061328163792514,0,208,225,0,62,0,20,0,0,0,155622512
15406_12_1558061328376434017,0,209,217,0,55,0,23,0,0,0,175389186
15406_12_1558061328580325274,0,209,231,0,69,0,22,0,0,0,179298638
15406_12_1558061328794754975,0,195,209,0,33,0,9,0,0,0,134765275
15406_12_1558061328969058081,0,201,208,0,38,0,14,0,0,0,99018389
15406_12_1558061329112051771,0,209,203,0,41,0,23,0,0,0,132172668
15406_12_1558061329339576326,0,200,204,0,33,0,14,0,0,0,147399221
15406_12_1558061329540544865,0,210,190,0,31,0,25,0,0,0,77759468
15406_12_1558061329668069244,0,204,201,0,34,0,18,0,0,0,95803858
15406_12_1558061329812283025,0,202,206,0,37,0,16,0,0,0,123028364
15406_12_1558061329935334322,0,200,206,0,35,0,14,0,0,0,141704159
15406_12_1558061330107560539,0,208,225,0,62,0,22,0,0,0,109964535
15406_12_1558061330217545621,0,210,211,0,50,0,23,0,0,0,239242105
15406_12_1558061330517679179,0,212,193,0,34,0,25,0,0,0,150419752
15406_12_1558061330762763261,0,211,218,0,58,0,25,0,0,0,138380126
15406_12_1558061330959272799,0,205,199,0,33,0,18,0,0,0,91729719
15406_12_1558061331102359529,0,203,197,0,29,0,17,0,0,0,106408092
15406_12_1558061331260260862,0,205,231,0,65,0,18,0,0,0,142627340
15406_12_1558061331443565973,0,210,224,0,63,0,24,0,0,0,243250485
15406_12_1558061331732147155,0,210,232,0,71,0,20,0,0,0,121281043
15406_12_1558061331915812202,0,207,201,0,37,0,20,0,0,0,79976409
15406_12_1558061332048050163,0,205,198,0,32,0,19,0,0,0,122201083
15406_12_1558061332170322609,0,198,206,0,33,0,12,0,0,0,176144503
15406_12_1558061332387959816,0,202,200,0,31,0,16,0,0,0,130519193
15406_12_1558061332553375198,0,204,204,0,37,0,17,0,0,0,133171139
15406_12_1558061332735030729,0,204,237,0,70,0,18,0,0,0,179113108
15406_12_1558061332958285193,0,208,304,0,141,0,22,0,0,0,207577323
15406_12_1558061333243829003,0,208,198,0,35,0,21,0,0,0,86433699
15406_12_1558061333387812120,0,207,197,0,33,0,21,0,0,0,149078768
15406_12_1558061333576808691,0,206,198,0,33,0,20,0,0,0,207567419
15406_12_1558061333784399084,0,210,222,0,61,0,23,0,0,0,104071303
15406_12_1558061333951793302,0,202,204,0,35,0,16,0,0,0,79409544
15406_12_1558061334135999830,0,207,197,0,33,0,20,0,0,0,109798090
15406_12_1558061334299955601,0,209,196,0,34,0,23,0,0,0,101161199
15406_12_1558061334456095219,0,211,190,0,30,0,24,0,0,0,137679575
15406_12_1558061334644060754,0,203,199,0,31,0,17,0,0,0,90120212
15406_12_1558061334776048457,0,200,201,0,30,0,14,0,0,0,101007456
15406_12_1558061334920441969,0,208,198,0,35,0,21,0,0,0,126704594
15406_12_1558061335135829915,0,212,216,0,57,0,25,0,0,0,96506235
